sample_ID,Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales,Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales,Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Dependentiae;Babeliae;Babeliales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Desulfobacterota;Desulfuromonadia;Geoalkalibacteraceae,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Elusimicrobiota;Lineage IIa;Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Bacilli;Thermicanales,Bacteria;Firmicutes;Clostridia;Caldicoprobacterales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Clostridia;uncultured,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Spirochaetota;Brachyspirae;Brachyspirales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
H25843,0,0,0,0,2,1,0,0,0,0,0,0,0,116,0,0,6790,0,0,0,0,0,0,0,192,0,59,0,0,0,0,0,99,0,88,0,3,0,0,0,129,0,5,0,0,1821,77,3619,0,5,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963,0,0,0,608,0,0,0,0,115,2,0,0,0,0,0,0,0,0,1
H25844,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
H25845,0,0,0,0,6,1,0,0,0,0,0,0,0,259,0,0,7458,0,0,0,0,0,0,0,112,0,965,0,0,0,0,2,423,62,82,142,4,0,0,547,1403,59,8,0,9,2269,255,8288,190,45,14,68,0,0,0,0,2552,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1712,0,0,0,4060,0,0,0,0,121,3,0,0,0,0,0,0,0,3,1
H25846,0,0,0,0,2,6,0,0,2,0,1,0,0,48,0,0,4549,0,0,4,0,0,0,0,0,0,64,0,0,0,0,8,265,0,622,0,4,0,0,136,12,4,39,0,0,3190,498,6527,0,65,0,0,0,0,0,0,6525,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,327,0,0,0,2203,0,0,0,0,1161,2,0,0,0,0,0,0,0,0,1
H25847,0,0,0,0,0,8,1,0,0,0,0,0,0,1088,0,0,10814,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,653,0,164,0,3,0,0,137,69,0,2,0,0,5198,6,4620,0,79,0,0,0,0,0,204,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,48,0,0,0,9,0,0,0,0,0,2,0,0,78,0,0,0,0,0,0
H25848,0,0,0,0,0,7,0,0,1,0,0,0,0,1262,0,0,7225,0,0,0,0,0,0,0,37,0,17,0,0,0,0,0,128,0,22,478,0,0,0,54,1662,0,1,0,0,2029,119,2357,6,25,0,0,1,0,0,0,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,28,0,0,0,0,88,1,0,0,0,0,0,0,0,0,1
H25849,0,0,0,0,0,1,2,0,3,0,3,0,0,130,0,0,8972,0,0,0,0,0,0,0,4,0,6,0,0,0,0,1,326,0,621,0,8,0,0,236,73,0,3,0,0,4221,376,5790,0,63,0,0,0,0,0,0,1353,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,53,0,0,0,16,0,0,0,0,8,6,0,0,0,0,0,0,0,0,1
H25852,0,0,0,0,1,1,0,0,0,0,0,0,0,312,0,0,5320,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,190,2,15,142,1,0,0,356,702,16,48,0,0,1749,82,4425,6,26,1,0,0,0,0,0,837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H25856,0,0,0,0,4,4,1,0,0,0,0,0,0,58,0,0,11915,0,0,0,0,0,0,0,782,0,115,0,0,0,0,0,147,0,31,0,2,0,0,1988,0,0,6,0,0,1961,225,3379,0,28,0,0,0,0,0,0,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,0,0,0,847,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1
H25857,0,0,0,0,0,4,5,0,0,0,0,0,0,518,0,0,12649,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,99,0,53,0,0,0,0,313,26,11,3,0,0,1968,3,4745,0,121,0,0,0,0,0,321,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,1694,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0
H25858,0,0,0,0,1,3,2,0,18,0,0,0,0,130,0,0,9205,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,456,19,461,23,9,0,0,1778,674,4,2,0,0,1799,37,5599,5,30,0,0,1,0,0,716,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,555,0,0,0,286,0,0,0,0,427,0,0,0,0,0,0,0,0,2,1
H25859,0,0,0,0,2,9,0,0,6,0,0,0,0,312,0,0,6290,0,1,0,0,0,3,0,0,0,0,0,0,0,0,6,181,0,521,0,8,0,0,983,16,0,40,0,0,3222,262,9482,0,35,0,0,1,0,0,28,4130,0,23,2,0,0,0,0,0,0,0,0,1,0,0,0,43,0,0,0,177,0,0,0,0,7179,1,0,0,0,0,0,0,0,0,0
H25861,0,0,0,0,1,1,0,0,0,0,0,0,0,274,0,0,10260,0,0,0,0,0,0,0,1,0,115,0,0,0,0,0,524,0,8,1,0,0,0,541,166,0,3,0,0,3074,5,4739,0,14,0,0,0,0,0,0,2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,0,0,0,648,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
H25862,0,0,0,0,2,0,0,0,1,0,0,0,0,27,0,0,16546,0,1,0,0,0,0,0,30,0,70,0,0,0,0,0,81,0,34,3,4,0,0,83,5,1,10,0,0,3160,109,5498,0,28,0,0,0,0,0,347,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,9,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0
H25863,0,0,0,0,9,3,3,0,0,0,1,0,0,362,0,0,7586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,64,1,1,0,0,28,0,32,4,1,0,3397,106,6729,27,191,0,0,0,0,0,1,2421,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,219,0,0,0,9210,0,0,0,0,3,2,0,0,0,0,0,0,0,11,2
H25865,0,0,0,0,5,1,4,0,0,0,0,0,0,243,0,0,7973,0,0,0,0,0,2,0,0,0,62,0,0,0,0,0,542,0,62,0,2,0,0,72,57,17,268,0,0,4550,123,9439,12,70,0,0,0,0,0,249,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2420,0,0,0,4346,0,0,0,0,9,0,0,0,0,0,1,0,0,8,1
H25866,0,0,0,0,1,2,0,0,0,0,0,0,0,269,0,0,5655,0,28,0,0,0,0,0,4,0,141,0,0,0,0,0,463,5,35,1044,1,0,0,1302,1869,23,226,12,0,1184,243,3448,9,31,0,15,1,0,0,792,373,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,307,0,0,0,7479,0,0,0,0,7,0,0,0,0,0,0,8,0,1,1
H25869,0,0,0,0,0,0,2,0,0,0,0,0,0,80,0,0,9083,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,28,22,97,918,0,0,0,593,792,16,30,0,0,1813,82,4077,22,131,0,32,0,0,0,285,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,5190,0,0,0,0,235,0,0,0,0,0,0,0,1,0,2
H25872,0,0,0,0,9,2,1,0,3,0,5,0,0,24,0,0,12393,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,245,0,603,0,1,0,0,21,1,0,13,0,0,2333,66,1841,0,55,0,0,0,0,0,0,6912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384,0,0,0,639,0,0,0,0,126,2,0,0,0,0,0,0,0,0,1
H25873,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,20,0,0,0,0,1,2,0,3,0,0,1785,29,3206,0,1,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
H25874,0,0,0,0,13,0,0,0,1,0,0,0,0,166,0,0,9258,0,46,0,0,0,0,0,8,0,253,0,0,0,0,0,652,7,38,998,1,0,0,1643,2237,25,280,5,0,1664,277,4568,25,43,2,31,0,0,0,908,259,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,7275,0,0,0,0,14,0,0,0,0,0,0,6,0,0,3
H25876,0,0,0,0,0,1,2,0,1,0,0,0,0,33,0,0,19424,0,1,0,0,0,0,0,1,0,86,0,0,0,0,0,235,0,5,0,1,0,0,6,271,0,2,0,0,3531,199,4334,0,1,0,0,0,0,0,889,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1914,0,0,0,48,0,0,0,0,538,0,0,0,0,0,0,0,0,0,1
H25877,0,0,0,0,3,0,0,0,0,0,0,0,0,99,0,0,12236,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1583,0,61,425,1,0,1,1130,398,4,0,0,0,2965,117,5545,0,9,0,1,0,0,0,56,44,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,57,0,0,0,111,0,0,0,0,174,1,0,0,0,0,1,0,0,0,1
H25880,0,0,0,0,0,0,1,0,0,0,1,0,0,66,0,0,7965,0,19,0,0,0,0,0,106,0,154,0,0,0,0,0,263,0,8,793,1,0,0,890,122,6,0,1,2,1399,113,2518,52,27,57,5,0,0,0,193,12,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1231,0,0,0,182,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
H25881,0,0,0,0,2,5,7,0,0,0,0,0,0,229,0,0,6469,0,3,1,0,0,0,0,3,0,0,0,0,0,0,3,654,0,46,318,0,0,0,96,791,2,8,0,0,2887,89,10275,0,123,0,0,0,0,0,585,15,0,1,0,0,0,0,5,0,0,0,0,3,0,0,0,180,0,0,0,101,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
H25882,0,0,0,0,3,0,1,0,0,0,0,0,0,47,0,0,3448,0,8,0,0,0,0,0,0,0,33,0,0,0,0,0,206,0,344,0,3,0,0,2,1,0,2,0,0,6789,69,2540,0,31,0,0,0,0,0,0,5335,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,134,0,0,0,1529,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
H25883,0,0,0,0,2,10,6,0,1,0,0,0,0,101,0,0,7611,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,558,0,137,0,9,0,0,43,262,0,4,0,0,5212,293,3703,0,71,0,0,0,0,0,0,10391,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,44,0,0,0,69,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0
H25884,0,0,0,0,1,9,0,0,0,0,0,0,0,36,0,0,10348,0,0,0,0,0,0,0,1199,0,64,0,0,0,0,0,136,0,2,140,2,0,0,110,896,58,3,0,0,1476,28,3243,5,30,0,0,0,0,0,0,1085,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,586,0,0,0,266,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
H25886,0,0,0,0,4,3,7,0,1,0,0,0,0,190,0,0,14661,0,0,0,0,0,95,0,16,0,209,0,0,0,0,0,258,137,51,1575,1,0,0,243,1891,13,7,0,18,2723,98,3841,18,138,0,15,1,0,0,6,2375,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1446,0,0,0,185,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0
H25887,0,0,0,0,9,1,12,0,11,0,2,0,0,248,0,0,5888,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7,1487,0,320,0,11,0,0,0,1,0,0,0,0,9946,189,3884,0,5,0,0,0,0,0,0,1213,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,16,0,0,0,456,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
H25888,0,0,0,0,8,3,13,0,0,0,0,0,0,65,0,0,16071,0,12,0,0,0,0,0,0,0,47,0,0,0,0,0,93,0,453,0,21,0,0,10,0,0,4,12,0,3242,445,1840,0,5,0,0,0,0,0,0,3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,4146,0,0,0,0,2,9,0,0,0,0,0,0,0,0,1
H25889,0,0,0,0,4,2,0,0,1,0,0,0,0,215,0,0,10004,0,1,0,0,0,3,0,533,0,179,0,0,0,0,0,484,0,77,105,7,0,0,124,318,9,48,0,0,3479,62,6626,15,21,0,0,0,0,0,0,2091,0,5,0,0,0,0,0,0,0,0,2,1,0,0,0,2633,0,0,0,1409,0,0,0,0,90,0,0,0,0,0,0,0,0,5,0
H25895,0,0,0,0,18,0,0,0,0,0,0,0,0,119,0,0,7061,0,1,0,0,0,0,0,28,0,26,0,0,0,0,2,876,0,108,0,2,0,0,193,108,8,0,0,0,2292,17,2848,0,230,0,0,0,0,0,205,112,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,399,0,0,0,7661,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
H25896,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,0,0,3035,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,415,0,193,0,0,0,0,16,0,0,6,0,0,1705,0,225,0,3,0,0,0,0,0,0,182,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17636,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
H25897,0,0,0,0,1,0,1,0,0,0,1,0,0,77,0,0,16054,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,15,0,2,0,0,158,0,0,3,0,0,1612,38,3117,0,11,0,0,0,0,0,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,131,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2
H25898,0,0,0,1,5,0,0,0,0,0,2,0,0,135,0,0,9619,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,64,0,113,1,0,0,0,173,58,8,152,0,0,3483,89,3847,10,198,0,16,0,0,0,108,3,10,6,0,0,0,0,0,0,0,0,0,3,0,0,0,35,0,0,0,758,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0
H25900,0,0,0,0,4,0,0,0,1,0,0,0,0,152,0,0,13941,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,151,2,66,290,2,0,0,222,1798,5,2,1,0,2549,14,4904,0,95,0,0,0,0,0,133,4320,0,0,0,0,0,0,1,0,0,0,0,122,0,0,0,76,0,0,0,4,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0
H25901,0,0,0,0,1,0,3,0,0,0,0,0,0,13,0,0,10341,0,0,0,0,0,0,0,6,0,54,0,0,0,0,1,144,7,28,0,0,0,0,74,240,5,0,0,11,1332,347,3895,2,20,0,44,0,0,0,0,878,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,1429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
H25902,0,0,0,0,0,0,4,0,0,0,1,0,0,373,0,0,6732,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,552,0,3,0,0,19,13,0,16,0,0,4109,41,344,0,1,0,0,0,0,0,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H25903,0,0,0,0,3,0,0,0,0,0,0,0,0,180,0,0,3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,16,45,0,0,0,191,75,0,338,0,0,1113,239,5871,0,26,0,0,0,0,0,37,2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0
H25904,0,0,0,0,0,10,2,0,0,0,0,0,0,275,0,0,3912,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,153,0,12,119,0,0,0,252,156,0,481,0,0,1677,206,6194,2,47,0,0,0,0,0,40,2619,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,34,0,0,0,130,0,0,0,0,1286,0,0,0,0,0,0,0,0,1,0
H25905,0,0,0,0,0,0,0,0,1,0,0,0,0,107,0,0,6262,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,340,0,163,0,0,0,0,133,26,0,21,0,0,2448,198,5068,8,155,0,0,0,0,0,0,8840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,0,0,0,118,0,0,0,0,106,1,0,0,0,0,0,0,0,0,0
H25907,0,0,0,0,5,0,0,0,4,0,1,0,0,16,0,0,12653,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,305,0,40,0,0,0,0,81,1439,1,0,0,0,5106,627,2956,0,34,0,0,0,0,0,31,5924,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,49,0,0,0,0,135,0,0,0,0,0,0,0,0,0,1
H25908,0,0,0,0,4,4,2,0,2,0,0,0,0,160,0,0,4632,0,0,1,0,0,2,0,33,0,314,0,0,0,0,0,229,0,333,0,5,0,0,45,106,5,0,0,0,3624,174,2628,14,254,0,3,0,0,0,0,5075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,8879,0,0,0,0,4,57,0,1,0,0,1,0,0,0,1
H25909,0,0,0,0,0,2,2,0,0,0,0,0,0,39,0,0,11463,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,200,0,14,0,2,0,0,10,0,0,24,0,0,2168,22,1798,0,1,0,0,0,0,0,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,75,0,0,0,0,825,0,0,0,0,0,0,0,0,0,0
H25910,0,0,0,0,0,2,0,0,0,0,0,0,0,265,0,0,7582,0,67,0,0,0,1,0,6,0,267,0,0,0,0,0,110,18,11,184,3,0,0,1760,881,48,3,0,59,1175,24,2612,6,30,1,14,0,0,0,16,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,5000,0,0,0,0,5,0,0,0,0,0,0,0,1,0,2
H25911,0,0,0,0,7,7,2,0,4,0,0,0,0,176,0,0,8432,0,159,0,0,0,0,0,0,0,93,0,0,0,0,0,713,22,142,378,0,0,0,127,391,27,1,0,0,2444,30,4625,111,23,0,14,0,0,0,19,396,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,778,0,0,0,71,0,0,0,0,155,0,0,0,0,0,0,0,4,0,1
H25912,0,0,0,0,2,2,3,0,0,0,0,0,0,35,0,0,8093,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,103,0,9,0,1,0,0,968,0,0,0,0,0,1533,29,1690,0,7,0,0,0,0,0,1,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H25913,0,0,0,0,8,0,1,0,2,0,0,0,0,112,0,0,8636,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,150,0,48,161,3,0,0,551,1306,295,24,0,8,2163,45,4410,29,65,0,0,3,0,0,4,4508,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,103,0,0,0,93,0,0,0,0,813,0,0,0,0,0,0,0,0,0,0
H25915,0,0,0,0,3,6,5,0,1,0,0,0,0,157,0,0,15136,0,0,0,0,0,0,0,23,0,4,0,0,0,0,0,224,27,18,685,1,0,0,1240,356,198,5,0,11,3390,362,4917,14,25,0,8,0,0,0,0,95,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,0,0,3018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
H25916,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,21041,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,240,0,67,0,3,0,0,2,1,0,164,13,0,2123,321,4387,0,2,0,0,0,0,0,0,4243,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,58,0,0,0,0,1278,0,0,0,0,0,0,0,0,0,0
H25917,0,0,0,0,5,14,1,0,1,0,1,0,0,175,0,0,4999,0,1,0,0,0,19,0,0,0,42,0,0,0,0,1,45,0,95,0,1,0,0,22,1,4,2,0,0,559,14,1594,0,76,0,0,0,0,0,0,448,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,6390,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
H25918,0,0,0,0,1,1,0,0,1,0,0,0,0,6,0,0,5289,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,83,4,33,0,0,0,0,264,444,2,1,0,0,1309,42,3595,23,24,0,0,0,0,0,291,1458,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,147,0,0,0,47,0,0,0,0,4,1,0,0,0,0,3,0,0,2,0
H25919,0,0,0,0,5,1,8,0,0,0,0,0,0,340,0,0,6138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,85,0,0,0,0,44,1,3,13,0,2,2232,90,2591,9,21,0,0,3,0,0,296,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,22,0,0,0,0,39,0,0,0,0,0,0,0,0,0,1
H25920,0,0,0,0,2,0,0,0,1,0,0,0,0,54,0,0,4612,0,0,0,0,0,0,0,17,0,5,0,0,0,0,0,42,0,251,0,3,0,0,356,100,0,36,0,0,973,102,2166,0,10,0,0,0,0,0,0,1332,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
H25921,0,0,0,0,3,23,0,0,0,0,0,0,0,204,0,0,5806,0,1,0,0,0,0,0,1,0,365,0,0,0,0,0,521,0,56,0,7,0,0,307,0,0,7,0,0,3539,169,3175,0,97,0,0,0,0,0,118,3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,0,0,0,111,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
H25922,0,0,0,0,4,32,1,0,2,0,0,0,0,23,0,0,8295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,31,0,10,0,0,0,2,0,10,0,0,612,0,1224,0,12,0,0,0,0,0,1,6440,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,6,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0
